"Keyword","Scopus","IFSMS"
"PHYSICAL DISABILITIES",1,NA
"PHYSICAL EXAMINATION",3,NA
"PHYSICAL FEATURES",1,NA
"PHYSICAL FINDINGS",1,NA
"PHYSICAL FIT",2,NA
"PHYSICAL HEALTH",4,NA
"PHYSICAL HEALTH STATUS",1,NA
"PHYSICAL ILLNESSES",1,NA
"PHYSICAL INJURIES",1,NA
"PHYSICAL MATCH",1,NA
"PHYSICAL PROFILING",1,NA
"PHYSICAL RESTRAINT",3,NA
"PHYSICAL STRESS",2,NA
"PHYSICAL TRAITS",1,NA
"PHYSICIAN",2,NA
"PHYSICIAN'S PRACTICE PATTERNS",1,NA
"PHYSICIAN HEALTH PROGRAMS",1,NA
"PHYSICIAN SUPPORT",1,NA
"PHYSICIANS",2,NA
"PHYSICOCHEMICAL AND PHARMACOKINETIC PARAMETERS",1,NA
"PHYSICOCHEMICAL PROPERTIES",3,NA
"PHYSIOLOGICAL EFFECTS",1,NA
"PHYSIOLOGICAL FUNCTIONS",1,NA
"PHYSIOLOGICAL SIGNS",1,NA
"PHYSIOLOGICALLY BASED PHARMACOKINETIC MODELING",1,NA
"PHYSIOLOGY OF SALIVA",1,NA
"PHYSOSTIGMINE",1,NA
"PHYTOCANNABINOID",1,1
"PHYTOCANNABINOID SYNTHESIS",1,NA
"PHYTOCANNABINOIDS",1,4
"PHYTOCHEMISTRY",2,8
"PHYTOLACCATOXIN",1,NA
"PHYTOLACCOSIDE",1,NA
"PHYTOPATHOLOGY",1,NA
"PHYTOREMEDIATION",1,1
"PHYTOTHERAPY",1,NA
"PHYTOTOXIN",1,NA
"PICA",1,NA
"PICRATE-RESORCINOL",1,NA
"PIEDS",1,NA
"PIG",3,1
"PIGE",1,NA
"PIGLET CARCASSES",1,NA
"PIGMENT",4,3
"PIGMENT IDENTIFICATION",2,NA
"PIGMENTATION",6,NA
"PIGS",9,NA
"PILL-TESTING KITS",1,1
"PILLOW",1,NA
"PILLS",2,1
"PILOCARPINE",1,NA
"PILOT FATALITIES",5,NA
"PILOT FATALITY SPECIMENS",1,NA
"PILSICAINIDE",1,NA
"PIMOZIDE",1,NA
"PIN MIGRATION",1,NA
"PINACA",1,2
"PINDOLOL",1,NA
"PINK TEETH",1,NA
"PINK TOOTH",1,NA
"PINK1",1,NA
"PIOPHILA CASEI",1,NA
"PIPAMPERONE",1,NA
"PIPAZETHATE, LETHAL INTOXICATION",1,NA
"PIPE BOMB",1,NA
"PIPE BOMBS",2,NA
"PIPECURONIUM BROMIDE INTOXICATION",1,NA
"PIPERAZINE",13,16
"PIPERAZINE DERIVATIVES",4,4
"PIPERIDINES",1,NA
"PIPERONAL",1,1
"PIPERONYL METHYL KETONE ACETAL DERIVATIVE (PMKA)",1,NA
"PIPETTE-TIP EXTRACTION",1,NA
"PIPETTE TIP",2,NA
"PIPETTE TIP SOLID-PHASE EXTRACTION",1,NA
"PIPETTING",1,NA
"PIRACETAM",2,2
"PIRITRAMIDE",1,NA
"PIROXICAM",1,NA
"PITFALL",1,NA
"PITFALLS",4,NA
"PITUITARY GLAND",1,NA
"PITUITARY TUMOUR",1,NA
"PIWI-INTERACTING RNA (PIRNA)",1,NA
"PK STUDY",1,NA
"PK/PD",1,NA
"PLA",1,NA
"PLACEBO-CONTROLLED",2,NA
"PLACEMENT",1,NA
"PLACENTA",3,NA
"PLACENTA FORMATION",1,NA
"PLACENTAL TRANSFER",2,NA
"PLAN OF CRIMINAL ACT",1,NA
"PLANAR ARRAY INFRARED",1,1
"PLANCTOMYCETES",1,NA
"PLANKTON",2,NA
"PLANNED COMPLEX SUICIDE",1,NA
"PLANT-BASED DRUGS",1,1
"PLANT-BASED DRUGS OF ABUSE",2,2
"PLANT-MICROBE INTERACTION",1,NA
"PLANT-WATER RELATIONS",1,1
"PLANT ALKALOIDS",1,NA
"PLANT ANALYSIS",1,1
"PLANT AND ANIMAL MATERIAL",1,1
"PLANT CHEMISTRY",1,NA
"PLANT DNA EXTRACTION",1,1
"PLANT EXTRACT",2,6
"PLANT LEAF ANALYSIS",1,NA
"PLANT ORIGIN",1,NA
"PLANT POISONING",4,NA
"PLANT PRODUCT",1,2
"PLANT PRODUCT IDENTIFICATION",1,1
"PLANT SECONDARY METABOLITES",1,1
"PLANT SEED",1,NA
"PLANT STRUCTURES",1,NA
"PLANTS",6,4
"PLANTS ANALYSIS",1,NA
"PLAQUE",1,NA
"PLASMA",64,17
"PLASMA AND URINE",1,NA
"PLASMA AND WHOLE BLOOD",1,NA
"PLASMA ASSAYS",1,NA
"PLASMA CONCENTRATION",4,NA
"PLASMA CONCENTRATIONS",4,1
"PLASMA CORRELATION",1,NA
"PLASMA DEPROTEINIZATION",1,NA
"PLASMA DETERMINATION",1,NA
"PLASMA HALF-LIFE",1,NA
"PLASMA LEVEL",1,NA
"PLASMA LEVELS",2,NA
"PLASMA PRECIPITATION",1,NA
"PLASMA PRINTING",1,1
"PLASMA PROTEIN BINDING",2,NA
"PLASMA SAMPLES",1,4
"PLASMA:WHOLE BLOOD DISTRIBUTION: CLOZAPINE",1,NA
"PLASMODIUM",1,NA
"PLASMODIUM FALCIPARUM",4,NA
"PLASMONIC NANOPARTICLES",1,1
"PLASMONIC NANOSENSOR",1,1
"PLASMONIC NANOSTRUCTURES",1,NA
"PLASMONICS",3,NA
"PLASTERCAST",1,NA
"PLASTIC",9,5
"PLASTIC BAG",8,NA
"PLASTIC BAG ASPHYXIA",1,NA
"PLASTIC BAG EXAMINATION",1,NA
"PLASTIC BAG SUFFOCATION",2,NA
"PLASTIC BAGS",2,NA
"PLASTIC CHEMISTRY",1,NA
"PLASTIC DEFORMATION IN METALS",1,NA
"PLASTIC EVIDENCE BAGS",1,NA
"PLASTIC SURGERY",1,NA
"PLASTIC TECHNOLOGY",1,NA
"PLASTICIZER",1,1
"PLATE",1,NA
"PLATELET AGGREGATION",1,NA
"PLATELET MONOAMINE OXIDASE",1,NA
"PLATELETS",1,NA
"PLATINUM",2,NA
"PLATINUM NANOPARTICLE",1,NA
"PLE",2,NA
"PLEUROCYBELLA PORRIGENS",1,NA
"PLS",3,5
"PLS-DA",6,4
"PLUMMERS ISLAND",1,NA
"PLUTONIUM",9,NA
"PLUTONIUM ISOTOPE RATIO",1,NA
"PLUTONIUM METAL",1,NA
"PLUTONIUM REPROCESSING",1,NA
"PMA",5,1
"PMA IN BLOOD",1,NA
"PMCT",4,1
"PMCTA",1,NA
"PMI",6,NA
"PMI ESTIMATION",2,NA
"PMMA",5,1
"PMR",1,NA
"PNEUMATOSIS INTESTINALIS",1,NA
"PNEUMOCOCCAL",1,NA
"PNEUMOCYSTIS CARINII PNEUMONIA",1,NA
"PNEUMONIA",3,NA
"PNEUMONITIS",1,NA
"PNEUMOTHORAX",2,NA
"POACHING",2,NA
"POC",1,NA
"POCT",2,1
"POINT-OF-CARE",2,2
"POINT-OF-CARE-TESTING",2,NA
"POINT-OF-CARE (POC)",1,NA
"POINT-OF-CARE DEVICES",1,NA
"POINT-OF-CARE DIAGNOSTICS",1,1
"POINT-OF-CARE TEST",2,NA
"POINT-OF-CARE TESTING",6,3
"POINT-OF-COLLECTION TEST",1,NA
"POINT-OF-COLLECTION TESTING DEVICES",1,NA
"POINT OF CARE TESTING",1,NA
"POISON",17,NA
"POISON (DRUG)",1,NA
"POISON CENTER",1,1
"POISON CENTERS",2,NA
"POISON CONTROL CENTER",3,NA
"POISON CONTROL CENTERS",1,NA
"POISON INFORMATION CENTRES",1,NA
"POISONING",206,10
"POISONING BROMUREIDES IN CADAVER",1,NA
"POISONING BY MERCURIC CHLORIDE",1,NA
"POISONING CASES",1,NA
"POISONING DEATH",2,NA
"POISONING DEATHS",3,NA
"POISONING IN CHILDREN",1,NA
"POISONING INDEX",1,NA
"POISONING MORTALITY",1,NA
"POISONING OF INSECTIDES",1,NA
"POISONING WITH",1,NA
"POISONING, ACID",1,NA
"POISONING, ANILERIDINE, PETHIDINE",1,NA
"POISONING, BY BRAKE FLUID",1,NA
"POISONING, CLOMETHIAZOL",1,NA
"POISONING, COCAINE",1,NA
"POISONING, COLCHICINE",1,NA
"POISONING, DEXTROPROPOXYPHENE",1,NA
"POISONING, DIGOXIN",2,NA
"POISONING, DIGOXIN AND DIGITOXIN",1,NA
"POISONING, DIPHENHYDRAMINE",1,NA
"POISONING, DISTRIBUTION IN HUNGARY",1,NA
"POISONING, HEART MUSCLE",1,NA
"POISONING, HYDROCYANIC ACID",1,NA
"POISONING, ORPHENADINE",1,NA
"POISONING, PIPAZETHATE",1,NA
"POISONING, VESPARAX",1,NA
"POISONOUS AGENTS",1,NA
"POISONOUS COMPOUNDS CLASSIFICATION",1,NA
"POISONOUS COMPOUNDS SYSTEMATIC ANALYSIS",1,NA
"POISONOUS MUSHROOMS",1,1
"POISONS",18,2
"POISONS AND DRUGS RESULTS",1,NA
"POISONS CENTER",1,NA
"POISONS INFORMATION",1,NA
"POKEWEED",1,NA
"POLAND",3,1
"POLAR ANALYTES",1,NA
"POLAR COMPOUNDS",1,NA
"POLAR ORGANIC COMPOUNDS",1,NA
"POLAR ORGANICS",1,NA
"POLARIMETER",1,NA
"POLARITY",1,NA
"POLARITY SWITCHING ELECTROSPRAY IONIZATION",1,NA
"POLARIZATION",1,NA
"POLARIZED LIGHT MICROSCOPY",2,1
"POLARIZING PLATE",1,1
"POLAROGRAPHIE, DIFFERENTIAL-PULS",1,NA
"POLAROGRAPHY",2,1
"POLICE",18,4
"POLICE- ASSISTED SUICIDE",1,NA
"POLICE-ASSISTED SUICIDE",1,NA
"POLICE COMPLAINTS",1,NA
"POLICE CONFRONTATIONS",1,NA
"POLICE CONTACT",1,NA
"POLICE CUSTODY",15,NA
"POLICE DATA INTEGRATION",1,NA
"POLICE DEADLY FORCE ENCOUNTERS",1,NA
"POLICE DETAINEES",1,NA
"POLICE DETENTION",1,NA
"POLICE HAZARDS",1,NA
"POLICE INTERVIEWS",1,NA
"POLICE LESS LETHAL FORCE ENCOUNTERS",1,NA
"POLICE NEAR MISS INCIDENTS",1,NA
"POLICE OPERATION",1,1
"POLICE PRESENTATIONS",1,NA
"POLICE REFORM ACT",1,NA
"POLICE SEIZURE",1,1
"POLICE SURGEON",2,NA
"POLICE USE OF FORCE",1,NA
"POLICED MEASURES",1,NA
"POLICING",1,1
"POLICY",5,7
"POLICY MAKER",1,NA
"POLIO",1,NA
"POLITICS AND PSYCHIATRY",1,NA
"POLLEN",4,1
"POLLEN CONTENT",1,NA
"POLLUTION",1,1
"POLLUTION SOURCES",1,NA
"POLY-ASSUMPTION",1,NA
"POLY-DRUG ABUSERS",1,NA
"POLY-DRUG MISUSE",1,NA
"POLY-DRUG POISONING",1,NA
"POLY-DRUG USE",5,NA
"POLY (DIMETHYLSILOXANE)",1,NA
"POLY BAGS",1,NA
"POLY ETHYLENE GLYCOL",1,NA
"POLY(DIALLYL-DIMETHYLAMMONIUM CHLORIDE",1,NA
"POLY(STYRENE-DIVINYLBENZENE) STATIONARY PHASES",1,NA
"POLY(TRIMETHELYNE TEREPHTHALATE) - PTT",1,NA
"POLY(VINYL ALCOHOL)",1,1
"POLY(VINYL ALCOHOL) AEROGEL",1,NA
"POLYABUSE",1,NA
"POLYACRYLAMIDE",1,NA
"POLYAMIDE",1,NA
"POLYANILINE",1,NA
"POLYAROMATIC HYDROCARBONS",1,NA
"POLYCHLORINATED BIPHENYLS",2,NA
"POLYCLONAL",1,NA
"POLYCLONAL ANTIBODY",1,2
"POLYCRYSTAL",1,NA
"POLYCYANO UV",1,NA
"POLYCYCLIC AROMATIC HYDROCARBONS",8,NA
"POLYCYCLIC AROMATIC SULFUR HETEROCYCLES",1,NA
"POLYDIMETHYLSILOXANE",2,2
"POLYDIPSIA",2,NA
"POLYDRUG",5,NA
"POLYDRUG-ABUSE",1,NA
"POLYDRUG ABUSE",2,1
"POLYDRUG TOXICITY",1,NA
"POLYDRUG USE",4,5
"POLYESTER",2,1
"POLYETHYLENE",4,2
"POLYETHYLENE BAGS",2,NA
"POLYETHYLENE GLYCOL",2,2
"POLYETHYLENE GLYCOL (PEG)",1,NA
"POLYETHYLENE GLYCOL ETHER SURFACTANTS",1,1
"POLYETHYLENE TEREPHTHALATE GLYCOL",1,NA
"POLYGRAPH",2,NA
"POLYGRAPH TESTING",1,NA
"POLYGRAPHY",1,NA
"POLYHYDRIC ALCOHOL",1,1
"POLYINTOXICATION",1,NA
"POLYISOBUTYLENE",1,NA
"POLYLACTIC ACID",2,NA
"POLYMARKER",1,NA
"POLYMER",13,13
"POLYMER-COATING",1,NA
"POLYMER BANKNOTE",1,NA
"POLYMER BANKNOTES",1,NA
"POLYMER BONDING",1,NA
"POLYMER SENSOR ARRAY",1,NA
"POLYMER SURFACE FUNCTIONALIZATION",1,NA
"POLYMERASE CHAIN REACTION (PCR)",24,11
"POLYMERASE FUNCTION",1,NA
"POLYMERIC MONOLITH-BASED CAPILLARY LIQUID CHROMATOGRAPHY",1,NA
"POLYMERIC NANOPARTICLES",1,NA
"POLYMERISATION",1,1
"POLYMERS/SURFACTANTS",1,NA
"POLYMETHYL METHACRYLATE",1,NA
"POLYMETHYLSILOXANE",1,NA
"POLYMORPHIC FORMS",1,NA
"POLYMORPHISM",22,6
"POLYMORPHISM IN CYTOSOLIC ALDH 1",1,NA
"POLYMORPHISMS",4,1
"POLYMORPHISMUS",1,NA
"POLYMORPHS",1,NA
"POLYNUCLEAR AROMATIC HYDROCARBONS",1,1
"POLYPHARMACY",11,NA
"POLYPHARMACY-RELATED DEATH",1,NA
"POLYPROPYLENE",1,1
"POLYPYRIDYL COMPLEX",1,NA
"POLYPYRROLE",2,3
"POLYPYRROLES",1,NA
"POLYSACCHARIDE CHIRAL COLUMN",1,NA
"POLYSOMNOGRAPHY",5,NA
"POLYSOMNOGRAPHY/SLEEP EEG",1,NA
"POLYSTYRENE RESIN",1,NA
"POLYSTYRENE SPHERES",1,NA
"POLYSUBSTANCE ABUSE",1,NA
"POLYSUBSTANCE USE",3,1
"POLYSULPHIDES",1,NA
"POLYTETRAFLUOROETHYLENE",1,NA
"POLYTHIOPHENES",1,NA
"POLYTOXICOMANIA",1,NA
"POLYUNSATURATED FATTY ACID",1,NA
"POLYURETHANE COMBUSTION",1,NA
"POLYURIA",1,NA
"POLYVALENT DRUG ABUSE",1,NA
"POMPEII",1,NA
"POMPIDOU QUESTIONNAIRE",1,NA
"POOLED HUMAN LIVER S9 FRACTION",1,NA
"POOR MEDICO-LEGAL WORK",1,NA
"POOR METABOLIZER",2,NA
"POOR METABOLIZERS",1,NA
"POP7™",1,NA
"POPLITEAL BLOOD",2,NA
"POPPY FIELDS",1,NA
"POPPY HEADS",1,NA
"POPPY SEED",10,6
"POPPY SEED DEFENSE",2,NA
"POPPY SEED FOOD",1,NA
"POPPY SEED PRODUCTS",1,NA
"POPPY SEED TEA",3,3
"POPS",1,NA
"POPULARITY",1,NA
"POPULATION",4,NA
"POPULATION-SPECIFIC",1,NA
"POPULATION APPROACH",1,NA
"POPULATION CHARACTERISTICS",1,NA
"POPULATION GENETIC STRUCTURE",1,1
"POPULATION GENETICS",10,1
"POPULATION MARKER",1,NA
"POPULATION PHARMACOKINETIC MODELING",1,NA
"POPULATION STRUCTURE",2,1
"POPULATION STUDY",2,NA
"POPULATION TOXICOKINETIC MODELING",1,NA
"PORCINE",1,NA
"PORCINE GROWTH HORMONE",1,NA
"PORK AUTHENTICATION",1,NA
"POROSITY",1,NA
"POROUS MEMBRANE-PROTECTED MICRO-SOLID PHASE EXTRACTION",1,NA
"POROUS MICROSTRUCTURE",1,NA
"POROUS POLYMER BEADS",1,NA
"POROUS SURFACES",3,NA
"PORPHYRIA CUTANEA TARDA",1,NA
"PORPHYRIA CUTANEA TARDA, CHLOROQUINE INTOXICATION",1,NA
"PORPHYROXINE",1,2
"PORT SAID",1,NA
"PORTA-POTTY",1,NA
"PORTABLE",4,4
"PORTABLE 1064 NM RAMAN",1,NA
"PORTABLE ANALYTICAL DEVICES",1,NA
"PORTABLE ANALYTICAL INSTRUMENTS",1,NA
"PORTABLE ANALYTICAL PLATFORMS",1,1
"PORTABLE ANALYTICS",1,NA
"PORTABLE AND HANDHELD SPECTROMETERS, BEING THE CURRENT GOAL",1,NA
"PORTABLE CHEMICAL SENSORS",1,NA
"PORTABLE COCAINE-SELECTIVE ELECTRODE",1,NA
"PORTABLE CONFIRMATORY TECHNIQUE FOR FORENSIC ANALYSIS",1,NA
"PORTABLE DETECTOR",1,NA
"PORTABLE DEVICE",1,2
"PORTABLE DEVICES",1,1
"PORTABLE FORENSIC ANALYSIS",1,1
"PORTABLE GAS CHROMATOGRAPHY/MASS SPECTROMETRY",1,NA
"PORTABLE GC",1,NA
"PORTABLE GC-MS",1,NA
"PORTABLE INSTRUMENTATION",2,2
"PORTABLE INSTRUMENTATION, OBTAINING CRIME SCENE INFORMATION IN TIMELY MANNER",1,NA
"PORTABLE INSTRUMENTS",1,2
"PORTABLE LIQUID CHROMATOGRAPHY",1,1
"PORTABLE MASS SPECTROMETRY",2,NA
"PORTABLE METHOD",1,1
"PORTABLE NANO-LIQUID CHROMATOGRAPHY ELECTRON IONIZATION MS",1,NA
"PORTABLE PRESSURE METER",1,NA
"PORTABLE RAMAN ANALYSIS",1,NA
"PORTABLE RAMAN SPECTROMETER",2,1
"PORTABLE RAMAN SPECTROSCOPY",2,2
"PORTABLE SENSOR",1,NA
"PORTABLE SPECTROMETERS",1,1
"PORTABLE SYSTEM",1,2
"PORTAL LYMPHADENOPATHY",1,NA
"POSE REPRODUCTION",1,NA
"POSIONING",1,NA
"POSITION ISOMERS",1,1
"POSITIONAL ASPHYXIA",6,NA
"POSITIONAL ASPHYXIATION",2,NA
"POSITIONAL ISOMER",8,12
"POSITIONAL ISOMER DIFFERENTIATION",3,1
"POSITIONAL ISOMERIC DIFFERENTIATION",1,NA
"POSITIONAL ISOMERS OF FLUOROMETHCATHINONES",1,1
"POSITIVE CONTROL",1,NA
"POSITIVE IDENTIFICATION",1,NA
"POSITIVE IMPRESSION MANAGEMENT",2,NA
"POSITIVE ION ELECTROSPRAY IONIZATION",1,1
"POSITIVE PREDICTIVE VALUE",1,NA
"POSITIVE SYMPTOMS",2,NA
"POST- MORTEM",1,NA
"POST-ANALYSIS CUSTODY",1,NA
"POST-BLAST",3,NA
"POST-BLAST DEBRIS",1,NA
"POST-BLAST RESIDUES",1,NA
"POST-CHEMOTHERAPY COGNITIVE IMPAIRMENT",1,NA
"POST-CONVICTION SEX OFFENDER TESTING",1,NA
"POST-DETONATION",1,NA
"POST-DETONATION MATERIAL",1,NA
"POST-EXPLOSION ANALYSIS",1,NA
"POST-EXPLOSION RESIDUES",2,NA
"POST-EXPOSURE PROPHYLAXIS",1,NA
"POST-GENOMIC",1,NA
"POST-MORTEM ALCOHOL ANALYSIS",1,NA
"POST-MORTEM ALTERATION",1,NA
"POST-MORTEM ALTERNATIVE MATERIALS",1,NA
"POST-MORTEM ANALYSIS",3,1
"POST-MORTEM ANGIOGRAPHY",2,NA
"POST-MORTEM BIOCHEMISTRY",1,NA
"POST-MORTEM BIOMARKERS",1,NA
"POST-MORTEM BLOOD",9,NA
"POST-MORTEM BLOOD AND TISSUE-LEVELS, CHLOROQUINE",1,NA
"POST-MORTEM BLOOD SAMPLES",2,NA
"POST-MORTEM BROWSER FORENSICS",1,NA
"POST-MORTEM COMPUTED TOMOGRAPHY",2,NA
"POST-MORTEM COMPUTED TOMOGRAPHY ANGIOGRAPHY",1,NA
"POST-MORTEM CONCENTRATION",2,NA
"POST-MORTEM CONCENTRATIONS",1,NA
"POST-MORTEM CT",3,NA
"POST-MORTEM CT-ANGIOGRAPHY",1,NA
"POST-MORTEM DATABASE",2,NA
"POST-MORTEM DIAGNOSIS",1,NA
"POST-MORTEM DISTRIBUTION",5,NA
"POST-MORTEM DRUG DISPOSITION",1,NA
"POST-MORTEM DRUG REDISTRIBUTION",2,NA
"POST-MORTEM DRUGS",1,NA
"POST-MORTEM EXAMINATION",6,NA
"POST-MORTEM EXAMINATIONS",1,NA
"POST-MORTEM FORENSIC TOXICOLOGY",2,NA
"POST-MORTEM IMAGINING",1,NA
"POST-MORTEM INJURIES",1,NA
"POST-MORTEM INTERVAL",19,NA
"POST-MORTEM INTERVAL (PMI)",2,NA
"POST-MORTEM INTERVAL (PMI) - TAPHONOMY - MOLECULAR GENETICS - DNA - RNA - NAIL - TOOTH.",1,NA
"POST-MORTEM INTERVAL ESTIMATION",2,NA
"POST-MORTEM INVESTIGATION",3,NA
"POST-MORTEM LESIONS",1,NA
"POST-MORTEM MATERIAL",3,NA
"POST-MORTEM MICROBIOLOGY",2,NA
"POST-MORTEM MR",1,NA
"POST-MORTEM REDISTRIBUTION",12,NA
"POST-MORTEM REDISTRIBUTION: CLOZAPINE",1,NA
"POST-MORTEM SAMPLES",5,NA
"POST-MORTEM STABILITY",1,NA
"POST-MORTEM TIME INTERVAL (PMI) ESTIMATION",1,NA
"POST-MORTEM TISSUE",1,NA
"POST-MORTEM TOXICOLOGY",23,2
"POST-MORTEM TRACHEAL AND GASTRIC INFUSION",1,NA
"POST-MORTEM URINE",1,NA
"POST-MORTEM WHOLE BLOOD",1,NA
"POST-MORTEM WOUNDED SKIN",1,NA
"POST-OFFENCE DRINKING",1,NA
"POST-TRANSLATIONAL MODIFICATION",1,NA
"POST-TRAUMATIC HEADACHE",1,NA
"POST-TRAUMATIC STRESS",1,NA
"POST-TRAUMATIC STRESS DISORDER",6,NA
"POST-TRAUMATIC STRESS DISORDER (PTSD)",1,NA
"POST BLAST RESIDUE DETECTION",1,1
"POST EXPOSURE PROPHYLAXIS",1,NA
"POST GRADUATE TRAINING",1,NA
"POST MARKETING DRUG SURVEILLANCE",1,NA
"POST MORTEM",10,NA
"POST MORTEM ANALYSIS",1,NA
"POST MORTEM BIOCHEMISTRY",1,NA
"POST MORTEM BLOOD SAMPLES",1,NA
"POST MORTEM CHANGES",1,NA
"POST MORTEM CONCENTRATIONS",1,NA
"POST MORTEM DELAY",1,NA
"POST MORTEM INTERVAL",2,NA
"POST MORTEM INTERVALS",1,NA
"POST MORTEM MSCT ANGIOGRAPHY",1,NA
"POST MORTEM REDISTRIBUTION",2,NA
"POST MORTEM SAMPLES",2,NA
"POST MORTEM SPECIMENS",1,NA
"POST MORTEM TOXICOLOGY",5,NA
"POST MORTEM TRYPTASE",1,NA
"POST MORTEM WHOLE BLOOD",1,NA
"POST TRAUMATIC STRESS DISORDER",1,NA
"POSTAL PACKAGING MATERIAL",1,NA
"POSTBLAST RESIDUE",1,NA
"POSTBLAST RESIDUES",1,NA
"POSTCOLUMN-INFUSED INTERNAL STANDARD (PCI-IS)",1,NA
"POSTCOLUMN INFUSED-INTERNAL STANDARD (PCI-IS)",1,NA
"POSTERIOR ASSOCIATE REGION",1,NA
"POSTEXPLOSION",1,NA
"POSTGRADUATE TRAINING IN PSYCHIATRY",2,NA
"POSTMORTAL INJURIES",1,NA
"POSTMORTEM ALTERATION",1,NA
"POSTMORTEM ANALYSIS",1,NA
"POSTMORTEM ANGIOGRAPHY",4,NA
"POSTMORTEM ARTEFACT",1,NA
"POSTMORTEM BIOCHEMICAL ANALYSES",1,NA
"POSTMORTEM BIOCHEMICAL MARKERS",1,NA
"POSTMORTEM BIOCHEMISTRY",23,NA
"POSTMORTEM BIOLOGICAL MATRICES",1,NA
"POSTMORTEM BLOOD",16,NA
"POSTMORTEM BLOOD AND URINE",2,NA
"POSTMORTEM BLOOD DRUG CONCENTRATION",1,NA
"POSTMORTEM BLOOD FLOW",1,NA
"POSTMORTEM BLOOD FLUX",1,NA
"POSTMORTEM BLOOD LEVELS",1,NA
"POSTMORTEM BONE",1,NA
"POSTMORTEM BRAIN TISSUE",1,NA
"POSTMORTEM CASES",3,NA
"POSTMORTEM CEREBROSPINAL FLUID",1,NA
"POSTMORTEM CHANGE",19,NA
"POSTMORTEM COMPUTED TOMOGRAPHY",13,NA
"POSTMORTEM COMPUTED TOMOGRAPHY (PMCT)",1,NA
"POSTMORTEM COMPUTED TOMOGRAPHY ANGIOGRAPHY",1,NA
"POSTMORTEM COMPUTED TOMOGRAPHY ANGIOGRAPHY (PMCTA)",2,NA
"POSTMORTEM CONCENTRATION",5,NA
"POSTMORTEM CONCENTRATIONS",2,NA
"POSTMORTEM CONTAMINATION",1,NA
"POSTMORTEM COOLING CURVE",1,NA
"POSTMORTEM CT",7,NA
"POSTMORTEM CT OF ANGIOEDEMA",1,NA
"POSTMORTEM DIAGNOSIS",6,NA
"POSTMORTEM DIAGNOSIS FOR SCHIZOPHRENIA",1,NA
"POSTMORTEM DIAGNOSTICS",1,NA
"POSTMORTEM DIFFUSION",3,NA
"POSTMORTEM DIFFUSION OF LIDOCAINE",2,NA
"POSTMORTEM DIFFUSION OF URINARY DRUGS",1,NA
"POSTMORTEM DIGOXIN CONCENTRATIONS",1,NA
"POSTMORTEM DISCOVERY",1,NA
"POSTMORTEM DISTRIBUTION",20,NA
"POSTMORTEM DISTRIBUTION/REDISTRIBUTION",1,NA
"POSTMORTEM DRUG SCREEN",1,NA
"POSTMORTEM DRUG TESTING",2,NA
"POSTMORTEM DRUGS",1,NA
"POSTMORTEM EXAMINATION",9,NA
"POSTMORTEM EYE CHANGES",1,NA
"POSTMORTEM EYE TEMPERATURE",1,NA
"POSTMORTEM FETAL EXTRUSION",1,NA
"POSTMORTEM FORENSIC TOXICOLOGY",3,NA
"POSTMORTEM FORENSIC TOXICOLOGY, A MEDICOLEGAL INVESTIGATION INTO CAUSE",1,NA
"POSTMORTEM FORMATION",1,NA
"POSTMORTEM HISTOPATHOLOGY",2,NA
"POSTMORTEM HYPERTHERMIA",1,NA
"POSTMORTEM IMAGING",3,NA
"POSTMORTEM IMMUNOHISTOCHEMISTRY",1,NA
"POSTMORTEM INJURY",1,NA
"POSTMORTEM INTERVAL",45,NA
"POSTMORTEM INTERVAL (PMI)",4,NA
"POSTMORTEM INTERVAL ESTIMATION",2,NA
"POSTMORTEM INVESTIGATION",4,NA
"POSTMORTEM LEVELS",1,NA
"POSTMORTEM LIVER",1,NA
"POSTMORTEM MAGNETIC RESONANCE IMAGING",2,NA
"POSTMORTEM MAGNETIC RESONANCE SPECTROSCOPY",1,NA
"POSTMORTEM MATERIAL",2,NA
"POSTMORTEM METABOLISM",1,NA
"POSTMORTEM METABOLOMICS",2,NA
"POSTMORTEM MICROBIOME",1,NA
"POSTMORTEM MICROSCOPIC SKIN CHANGES",1,NA
"POSTMORTEM MOLECULAR SCREENING",1,NA
"POSTMORTEM MRI",1,NA
"POSTMORTEM MRNA EXPRESSION",1,NA
"POSTMORTEM NARCOTIC TESTING",1,NA
"POSTMORTEM PATHOLOGY",1,NA
"POSTMORTEM PREANALYTIC PHASE",1,NA
"POSTMORTEM PRODUCTION",2,NA
"POSTMORTEM RADIOGRAPHY",1,NA
"POSTMORTEM REDISTRIBUTION",62,NA
"POSTMORTEM REDISTRIBUTION (PMR)",2,NA
"POSTMORTEM REDISTRIBUTION FACTOR",1,NA
"POSTMORTEM REDISTRIBUTION OF BASIC DRUGS",1,NA
"POSTMORTEM REFERENCE CONCENTRATIONS",1,NA
"POSTMORTEM SAMPLES",4,NA
"POSTMORTEM SAMPLING",1,NA
"POSTMORTEM SEROLOGY",1,NA
"POSTMORTEM SERUM",1,NA
"POSTMORTEM SPECIMENS",1,NA
"POSTMORTEM STABILITY",4,NA
"POSTMORTEM STABILITY OF COCAINE",2,NA
"POSTMORTEM STABILITY OF PESTICIDES",1,NA
"POSTMORTEM STUDY",1,NA
"POSTMORTEM SUBMERGED INTERVAL",1,NA
"POSTMORTEM TESTING",2,NA
"POSTMORTEM TIME",1,NA
